日付け,終値,始値,高値,安値,出来高,変化率 %
2018年01月04日,88.67,88.14,88.72,88.04,,0.60%
2018年01月03日,88.14,87.92,88.25,87.69,,0.25%
2018年01月02日,87.92,87.92,88.42,87.62,,0.00%
2018年01月01日,87.92,87.92,88.00,87.89,,0.00%
2017年12月29日,87.92,88.02,88.17,87.75,,-0.11%
2017年12月28日,88.02,88.07,88.14,87.75,,-0.05%
2017年12月27日,88.06,87.52,88.17,87.41,,0.63%
2017年12月26日,87.51,87.37,87.56,87.36,,0.10%
2017年12月25日,87.42,87.41,87.59,87.28,,0.01%
2017年12月22日,87.41,87.30,87.56,87.25,,0.14%
2017年12月21日,87.29,86.95,87.44,86.69,,0.40%
2017年12月20日,86.94,86.50,86.98,86.41,,0.49%
2017年12月19日,86.52,86.25,86.67,86.19,,0.31%
2017年12月18日,86.25,86.10,86.47,86.05,,0.21%
2017年12月15日,86.07,86.15,86.35,85.94,,-0.10%
2017年12月14日,86.16,85.94,86.51,85.89,,0.24%
2017年12月13日,85.95,85.82,86.14,85.64,,0.15%
2017年12月12日,85.82,85.48,86.02,85.31,,0.41%
2017年12月11日,85.47,85.25,85.53,85.14,,0.34%
2017年12月08日,85.18,84.95,85.38,84.89,,0.27%
2017年12月07日,84.95,84.94,85.06,84.64,,0.01%
2017年12月06日,84.94,85.62,85.70,84.81,,-0.82%
2017年12月05日,85.64,85.42,86.22,85.39,,0.26%
2017年12月04日,85.42,85.31,85.97,85.26,,0.13%
2017年12月01日,85.31,85.14,85.72,84.94,,0.18%
2017年11月30日,85.16,84.75,85.22,84.64,,0.48%
2017年11月29日,84.75,84.67,84.94,84.42,,0.08%
2017年11月28日,84.68,84.48,84.84,84.39,,0.26%
2017年11月27日,84.46,84.94,85.07,84.33,,-0.57%
2017年11月24日,84.94,84.80,85.08,84.74,,0.17%
2017年11月23日,84.80,84.73,84.97,84.53,,0.08%
2017年11月22日,84.73,85.25,85.28,84.60,,-0.57%
2017年11月21日,85.22,85.02,85.33,84.72,,0.22%
2017年11月20日,85.03,84.73,85.09,84.47,,0.26%
2017年11月17日,84.81,85.80,85.86,84.62,,-1.14%
2017年11月16日,85.79,85.65,86.04,85.48,,0.14%
2017年11月15日,85.67,86.56,86.61,85.47,,-1.05%
2017年11月14日,86.58,86.62,86.88,86.31,,-0.02%
2017年11月13日,86.60,86.90,87.12,86.51,,-0.46%
2017年11月10日,87.00,87.14,87.27,86.81,,-0.16%
2017年11月09日,87.14,87.41,87.69,86.76,,-0.32%
2017年11月08日,87.42,87.16,87.50,86.97,,0.29%
2017年11月07日,87.17,87.43,87.71,86.92,,-0.32%
2017年11月06日,87.45,87.25,87.67,87.15,,0.19%
2017年11月03日,87.28,87.99,88.05,87.16,,-0.82%
2017年11月02日,88.00,87.65,88.12,87.52,,0.41%
2017年11月01日,87.64,87.02,87.77,86.94,,0.72%
2017年10月31日,87.01,87.02,87.18,86.67,,0.00%
2017年10月30日,87.01,87.15,87.34,86.76,,-0.32%
2017年10月27日,87.29,87.34,87.49,87.04,,-0.05%
2017年10月26日,87.33,87.64,87.81,87.22,,-0.34%
2017年10月25日,87.63,88.57,88.68,87.31,,-1.06%
2017年10月24日,88.57,88.54,88.69,88.36,,0.02%
2017年10月23日,88.55,88.78,89.12,88.41,,-0.23%
2017年10月20日,88.75,88.64,89.00,88.59,,0.07%
2017年10月19日,88.69,88.59,89.02,88.39,,0.09%
2017年10月18日,88.61,88.03,88.66,87.94,,0.66%
2017年10月17日,88.03,88.10,88.20,87.79,,-0.06%
2017年10月16日,88.08,88.08,88.29,87.75,,-0.19%
2017年10月13日,88.25,87.81,88.33,87.64,,0.49%
2017年10月12日,87.82,87.64,88.03,87.54,,0.24%
2017年10月11日,87.61,87.45,87.66,87.25,,0.16%
2017年10月10日,87.47,87.33,87.81,87.25,,0.14%
2017年10月09日,87.35,87.53,87.68,87.26,,-0.21%
2017年10月06日,87.53,87.95,88.01,87.39,,-0.47%
2017年10月05日,87.94,88.69,88.75,87.75,,-0.81%
2017年10月04日,88.66,88.42,88.71,88.30,,0.27%
2017年10月03日,88.42,88.25,88.49,88.08,,0.18%
