日付け,終値,始値,高値,安値,出来高,変化率 %
2021年09月13日,167.74,167.49,168.20,167.41,5.47M,0.33%
2021年09月10日,167.18,167.81,168.08,167.15,7.43M,-0.51%
2021年09月09日,168.03,168.18,168.28,166.85,6.64M,0.44%
2021年09月08日,167.29,168.00,168.07,166.74,6.58M,-0.25%
2021年09月07日,167.71,169.51,169.78,167.64,10.01M,-1.96%
2021年09月03日,171.06,170.59,171.55,170.15,8.35M,1.07%
2021年09月02日,169.25,169.54,169.62,168.84,4.60M,-0.27%
2021年09月01日,169.70,169.93,169.99,169.16,4.76M,0.01%
2021年08月31日,169.69,169.25,169.89,168.75,6.34M,0.20%
2021年08月30日,169.35,169.68,169.83,169.09,3.77M,-0.49%
2021年08月27日,170.19,167.58,170.19,166.87,10.04M,1.50%
2021年08月26日,167.67,167.26,168.20,166.83,4.37M,0.11%
2021年08月25日,167.48,167.81,167.92,166.76,5.59M,-0.69%
2021年08月24日,168.65,169.04,169.27,168.53,4.52M,-0.05%
2021年08月23日,168.73,168.85,168.90,167.96,8.19M,1.22%
2021年08月20日,166.70,166.80,167.14,166.36,7.15M,0.05%
2021年08月19日,166.61,167.26,167.29,166.17,6.93M,-0.29%
2021年08月18日,167.10,167.20,167.50,166.26,7.70M,0.08%
2021年08月17日,166.97,167.30,167.71,166.56,7.11M,-0.15%
2021年08月16日,167.22,166.74,167.39,166.61,7.78M,0.50%
2021年08月13日,166.39,165.02,166.46,164.89,7.47M,1.43%
2021年08月12日,164.04,163.62,164.10,162.96,5.22M,0.02%
2021年08月11日,164.00,163.14,164.15,162.68,7.38M,1.38%
2021年08月10日,161.77,161.36,162.11,160.71,6.87M,0.03%
2021年08月09日,161.72,164.64,164.64,161.28,11.55M,-1.77%
2021年08月08日,164.64,164.64,164.64,164.64,-,0.00%
2021年08月07日,164.64,164.64,164.64,164.64,-,0.00%
2021年08月06日,164.64,165.77,165.91,164.56,13.55M,-2.50%
2021年08月05日,168.86,169.31,169.42,168.22,7.89M,-0.40%
2021年08月04日,169.53,171.28,171.40,169.01,9.80M,0.02%
2021年08月03日,169.49,169.42,169.83,169.22,5.40M,-0.07%
2021年08月02日,169.61,169.33,170.24,169.10,10.78M,-0.12%
2021年07月30日,169.82,170.76,170.99,169.38,7.39M,-0.79%
2021年07月29日,171.17,170.70,171.51,170.70,8.12M,1.11%
2021年07月28日,169.29,168.23,169.37,167.80,7.91M,0.50%
2021年07月27日,168.44,168.70,168.90,167.95,6.30M,0.17%
2021年07月26日,168.16,168.62,168.86,168.09,5.23M,-0.24%
2021年07月23日,168.56,168.50,168.88,167.95,5.83M,-0.31%
2021年07月22日,169.09,168.49,169.19,168.06,4.79M,0.20%
2021年07月21日,168.76,168.33,169.00,168.14,4.62M,-0.37%
2021年07月20日,169.39,170.51,170.80,168.92,6.54M,-0.13%
2021年07月19日,169.61,169.51,169.91,168.89,6.71M,0.12%
2021年07月16日,169.41,170.67,170.94,169.28,9.46M,-0.97%
2021年07月15日,171.07,170.85,171.28,170.35,6.52M,0.02%
2021年07月14日,171.04,170.88,171.04,170.28,8.83M,1.08%
2021年07月13日,169.22,169.54,169.90,168.93,7.04M,0.13%
